Mes	Año	Descripción Centro	Organismo	Número Contrato	Número Expediente	Descripcion	Tipo Contrato	Procedimiento Adjudicación	Artículo	Apartado	Criterios Adjudicación	Plazo	Empresa	NIF/CIF Adjudicatario	Fecha Adjudicación	Fecha Formalización	Número Derivado	Objeto Derivado	Presupuesto Total	Importe Adjudicación	Plazo Derivado	Fecha Aprobación Derivado	Fecha Formalización Derivado	Id
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	20	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-003	1342	1.342,04 €	1,06	09/04/2015	09/04/2015	333
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	21	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-004	1552	1.551,73 €	1,23	09/04/2015	09/04/2015	334
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	22	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-007	350	350,03 €	4,26	09/04/2015	09/04/2015	335
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	23	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/041	2779	2.779,08 €	2,23	15/04/2015	16/04/2015	336
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	24	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-001	57	57,48 €	0,83	15/04/2015	16/04/2015	337
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	25	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-006	347	347,29 €	4,23	15/04/2015	16/04/2015	338
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	26	ALQUILER DE EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-008	172	172,43 €	2,5	13/04/2015	14/04/2015	339
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	27	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-005	172	172,43 €	2,5	15/04/2015	16/04/2015	340
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	28	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/024	812	811,52 €	3,06	08/04/2015	16/04/2015	341
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	29	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/033	2713	2.712,82 €	1,66	17/04/2015	20/04/2015	342
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	30	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/038	2020	2.019,90 €	1,53	08/04/2015	16/04/2015	343
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	31	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/039	2898	2.898,12 €	2,2	08/04/2015	16/04/2015	344
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	32	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/030	1452	1.451,76 €	1,16	08/04/2015	08/04/2015	345
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	33	ALQUILER EQUIPOS INFORMÁTICOSFORM/2015/AEI/040	943	942,59 €	3,33	17/04/2015	20/04/2015	346
Abril	2015	AYUNTAMIENTO DE MADRID	AGENCIA PARA EL EMPLEO DE MADRID	201500247	503/2013/00511	ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMÁTICOS (2014) PARA LA AGENCIA PARA EL EMPLEO DE MADRID.	Servicios	Abierto			Pluralidad de criterios	48	BECHLE DIRECT S.L.	B83029439	23/12/2014	23/01/2015	34	ALQUILER EQUIPOS INFORMÁTICOSFEM/2015/TFYE/AI-002	794	794,47 €	4,23	13/04/2015	14/04/2015	347
Abril	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	1	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE RENOVACIÓN DE CERRAMIENTO PRIORITARIO DE CALLE 30	971	970,84 €	2,73	03/01/2015	03/01/2015	348
Abril	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	2	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE RENOVACIÓN DE MURO NEW JERSEY DE CALLE 30	473	472,98 €	1,33	03/01/2015	03/01/2015	349
Abril	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	3	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE ADECUACIÓN DEL POZO DE BOMBEO 15XL69 DE LOS TÚNELES DE MADRID CALLE 30 A NUEVA SITUACIÓN DE CAUDAL DE ENTRADA	356	355,62 €	1	05/02/2015	05/02/2015	350
Abril	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	4	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE ADECUACIÓN DE LA ESTRUCTURA NUDO SUR DE LA M-30 SOBRE EL RÍO, PERTENECIENTE A LA CALLE 30 (MADRID).   	1901	1.900,51 €	3,26	03/01/2015	03/01/2015	351
Abril	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	5	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE REHABILITACIÓN DE LA ESTRUCTURA DEL PASO SUPERIOR Y ACCESO SUR DE LA C/ MAURICIO LEGENDRE	2857	2.856,59 €	4,9	17/03/2015	17/03/2015	352
Abril	2015	EMPRESAS	MADRID CALLE 30.S.A.	201500382	C30/2015/00001	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LAS LABORES DE EXPLOTACIÓN Y MANTENIMIENTO DE LA CALLE 30 ASÍ COMO EN LAS OBRAS DE CONSTRUCCIÓN, REFORMA, REHABILITACIÓN O INSTALACIÓN A LICITAR POR MADRID CALLE 30, S.A	Servicios	Abierto			Pluralidad de criterios	24	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	16/12/2014	02/01/2015	6	COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD LABORAL EN LA OBRA DE RENOVACIÓN PRIORITARIA DE ELEMENTOS DE CONTENCIÓN FLEXIBLE, POR CRITERIOS DE ALTURA	722	721,91 €	2,03	03/01/2015	03/01/2015	353
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200088	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 2)	Obras	Abierto			Pluralidad de criterios	48	FERROVIAL AGROMAN S.A.	A28019206	23/12/2011	13/01/2012	163	711/2015/01610AVDA. DE SAN DIEGO FRENTE A LOS NÚM. 136 A 142.	45477	45.476,87 €	1	14/04/2015	16/04/2015	354
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200088	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 2)	Obras	Abierto			Pluralidad de criterios	48	FERROVIAL AGROMAN S.A.	A28019206	23/12/2011	13/01/2012	164	711/2015/01615. CONTRATO DERIVADO DE OBRAS DE DEMOLICIÓN DE RESTOS DE EDIFICACIONES, ACONDICIONAMIENTO Y RETIRADA DE PRODUCTOS SOBRANTES EN SOLARES MUNICIPALES (IDENTIFICADOS COMO 12.1 Y 13) DE LA CALLE MARTÍNEZ DE LA RIVA FRENTE A LOS NÚMEROS 139 A 141.	29952	29.952,42 €	1	21/04/2015	24/04/2015	355
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200088	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 2)	Obras	Abierto			Pluralidad de criterios	48	FERROVIAL AGROMAN S.A.	A28019206	23/12/2011	13/01/2012	165	711/2015/05728 DERIVADO OBRAS DE LA ACTUACIÓN INMEDIATA, POR EL PROCEDIMIENTO DE EMERGENCIA, EN LA CALLE DE CASALARREINA Nº 3.	6643	6.643,47 €	0,03	07/05/2015	12/05/2015	356
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200088	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 2)	Obras	Abierto			Pluralidad de criterios	48	FERROVIAL AGROMAN S.A.	A28019206	23/12/2011	13/01/2012	166	711-2015-05890 - CONTRATO DERIVADO DE OBRAS DE DEMOLICIÓN DE CERRAMIENTO DE SOLAR MUNICIPAL EN LA CALLE HACIENDA DE PAVONES, 202, POR PROCEDIMIENTO DE EMERGENCIA.	13766	13.766,44 €	1	07/05/2015	12/05/2015	357
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200088	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 2)	Obras	Abierto			Pluralidad de criterios	48	FERROVIAL AGROMAN S.A.	A28019206	23/12/2011	13/01/2012	167	711/2015/03597 OBRAS DE LIMPIEZA Y VALLADO DE SOLAR ENTRE LA C/ RIBAS DEL JARAMA Y C/ TITANIO	29986	29.985,87 €	1	27/04/2015	28/04/2015	358
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200089	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 3)	Obras	Abierto			Pluralidad de criterios	48	COARSA, S.A.	A28467306	23/12/2011	13/01/2012	104	711/2015/02638 RLL.- DERIVADO DE OBRAS, RELATIVO AL ACONDICIONAMIENTO, LIMPIEZA Y VALLADO DE SOLARES DE LA CALLE EDUARDO MINGUITO (FRENTE AL 55) C/V GRAN VÍA DE VILLAVERDE, PROCEDIMIENTO DE EMERGENCIA, MADRID.	23935	23.935,31 €	0,33	06/04/2015	08/04/2015	359
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200090	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 4)	Obras	Abierto			Pluralidad de criterios	48	ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.	A19001205	23/12/2011	13/01/2012	124	711/2014/24172 DERIVADO OBRAS ACTUACIÓN INMEDIATA POR PROCEDIMIENTO DE EMERGENCIA EN CALLE PEZ, Nº 21	19907	19.907,15 €	1,2	11/05/2015	13/05/2015	360
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200090	711/2011/18578	ACUERDO MARCO PARA LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES DE EMERGENCIA, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 4)	Obras	Abierto			Pluralidad de criterios	48	ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.	A19001205	23/12/2011	13/01/2012	125	711/2015/06706. CONTRATO DERIVADO DE OBRAS DE DEMOLICIÓN Y DESMONTAJE DE VIVIENDA PREFABRICADA DE UNOS 20 M2 Y LAS RESPECTIVAS OBRAS DE RESTITUCIÓN AL ESTADO ORIGINAL DEL TERRENO, EN LA CALLE DE CELEORAMA GÓMEZ S/N, DE MADRID.	9381	9.380,51 €	0,5	07/05/2015	12/05/2015	361
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200203	711/2011/22259	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 4).	Servicios	Abierto			Pluralidad de criterios	45,86	COARSA, S.A.	A28467306	08/02/2012	05/03/2012	40	711-2015-01702 - CONTRATO DERIVADO DE LA ACTUACIÓN INMEDIATA, POR PROCEDIMIENTO DE EMERGENCIA, EN LA CALLE DE LOS CACEREÑOS, 35	4359	4.359,33 €	0,16	09/04/2015	10/04/2015	362
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200203	711/2011/22259	ACUERDO MARCO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES, LA ELABORACIÓN DE ACTAS DE INSPECCIÓN TÉCNICA DE EDIFICIOS EN APLICACIÓN DE LA EJECUCIÓN SUBSIDIARIA Y LA REDACCIÓN DE PROYECTOS Y LA ASISTENCIA TÉCNICA A LA DIRECCIÓN FACULTATIVA DE LAS INTERVENCIONES EN EJECUCIÓN SUBSIDIARIA, ACTUACIONES SINGULARES, ADOPCIÓN DE MEDIDAS DE SEGURIDAD Y REPARACIONES DE EMERGENCIA EN EDIFICIOS MUNICIPALES EN EL TÉRMINO MUNICIPAL DE MADRID. (LOTE 4).	Servicios	Abierto			Pluralidad de criterios	45,86	COARSA, S.A.	A28467306	08/02/2012	05/03/2012	41	711/2015/04530 RLL.- DERIVADO DE SERVICIOS PARA LA REDACCIÓN DE INFORMES EN EDIFICIOS CON POSIBLES DAÑOS ESTRUCTURALES ZONA 4 (3ª/2015)	21066	21.065,81 €	0,63	16/04/2015	17/04/2015	363
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	344	711/2015/01616. CONTRATO DERIVADO DE SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS DE DEMOLICIÓN DE RESTOS DE EDIFICACIONES, EN SOLARES MUNICIPALES (IDENTIFICADOS COMO 12.1 13) DE LA CALLE MARTÍNEZ DE LA RIVA FRENTE A LOS NÚMEROS 139 Y 141.	430	429,76 €	1	14/04/2015	16/04/2015	364
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	345	711/2015/05772 SERVICIOS PARA LA DESIGNACIÓN DEL COORDINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS RELATIVAS EN EJECUCIÓN INMEDIATA POR EL PROCEDIMIENTO DE EMERGENCIA EN CALLE VENERAS Nº 5	68	67,74 €	0,03	21/04/2015	24/04/2015	365
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	346	711/2015/02178   CONTRATO DERIVADO DE SERVICIOS PARA LA COORDINACIÓN DE SEGURIDAD Y SALUD DE LAS OBRAS DE LIMPIEZA Y VALLADO DE SOLAR MUNICIPAL EN LA CALLE CAMPO DE MONTIEL, Nº 5.	327	326,88 €	2	10/04/2015	14/04/2015	366
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	347	711/2015/02649C/ZAFIRO C/V C/BARIO( POSTERIOR A ESTEFANITA Nº 2)	303	303,27 €	0,33	14/04/2015	16/04/2015	367
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	348	711/2015/01611AVDA. SAN DIEGO FRENTE A LOS NÚM. 136 A142.	487	486,57 €	1	14/04/2015	16/04/2015	368
Mayo	2015	AYUNTAMIENTO DE MADRID	ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA	201200308	711/2011/26554	ACUERDO MARCO DE SERVICIOS DE COORDINACIÓN EN MATERIA DE SEGURIDAD Y SALUD DE LAS OBRAS A EJECUTAR POR EL ÁREA DE GOBIERNO DE URBANISMO Y VIVIENDA.	Servicios	Abierto			Pluralidad de criterios	41,86	INGENIERIA Y PREVENCION DE RIESGOS, S.L.	B81470841	06/06/2012	05/07/2012	349	711/2015/06063 DERIVADO SERVICIOS DE COODINADOR DE SEGURIDAD Y SALUD DE LAS OBRAS, POR PROCEDIMIENTO DE EMERGENCIA, EN LA CALLE DE LA MASILLA NºS. 2, 4, 5, 6, 7, 8 Y 9.	371	370,54 €	4,2	24/04/2015	28/04/2015	369
